transactionId,farmerId,logisticsId,shipmentDatetime,shipmentDate,shipmentTime,dataSource,generatorVersion,origin,originState,originCity,originHub,destination,destinationState,destinationCity,destinationMarket,season,routeDistanceKm,quantitySentCrates,averageCrateWeightKg,quantitySentKg,pricePerCrateNgn,packagingType,transportMode,roadCondition,checkpointDelayHours,vehicleBreakdown,coldStorageAvailable,storageType,hoursSinceHarvestAtDispatch,storageDelayHours,ripenessLevel,initialDamageLevel,handlingQuality,humidityPercent,transitTimeHours,averageTemperatureC,spoilageStatus,spoilageStatusLabel,spoilageRatePercent,quantitySpoiledCrates,quantityDeliveredCrates,potentialRevenueNgn,deliveredRevenueNgn,financialLossNgn
TXN-2026-002725,FRM-167,LOG-85,2026-10-28T07:30:00,2026-10-28,07:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,918.6,80,22.6,1808.0,19013,Plastic Crate,Covered Truck,Good,2.0,No,No,Open Storage,4.6,15.2,Semi-ripe,Moderate,Poor,85.7,24.1,22.7,0,Not Spoiled,5.7,5,75,1521040,1425975,95065
TXN-2026-002726,FRM-797,LOG-26,2026-08-01T06:30:00,2026-08-01,06:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,926.7,292,25.7,7504.4,18662,Plastic Crate,Refrigerated Reefer Van,Good,1.0,No,No,Shaded Storage,33.1,10.1,Ripe,Low,Poor,85.8,18.2,15.1,0,Not Spoiled,2.5,7,285,5449304,5318670,130634
TXN-2026-002727,FRM-613,LOG-22,2026-02-13T10:45:00,2026-02-13,10:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,1013.2,149,27.0,4023.0,11555,Wooden Crate,Refrigerated Reefer Van,Poor,1.0,No,No,Open Storage,17.1,17.7,Overripe,Moderate,Fair,54.1,29.1,10.6,1,Spoiled,46.2,69,80,1721695,924400,797295
TXN-2026-002728,FRM-169,LOG-21,2026-12-15T10:15:00,2026-12-15,10:15:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,913.5,187,23.7,4431.9,11344,Sack,Covered Truck,Fair,2.0,No,Yes,Shaded Storage,9.2,17.5,Ripe,None,Fair,44.1,24.8,31.0,0,Not Spoiled,6.9,13,174,2121328,1973856,147472
TXN-2026-002729,FRM-314,LOG-32,2026-02-17T07:30:00,2026-02-17,07:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,735.6,99,22.8,2257.2,9105,Plastic Crate,Covered Truck,Good,0.0,No,No,Open Storage,25.7,11.7,Semi-ripe,None,Fair,54.2,18.5,33.3,0,Not Spoiled,10.2,10,89,901395,810345,91050
TXN-2026-002730,FRM-804,LOG-20,2026-07-27T15:45:00,2026-07-27,15:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,742.6,288,26.6,7660.8,20436,Plastic Crate,Traditional Open Truck,Fair,1.0,No,Yes,Cold Storage,9.3,5.7,Ripe,Low,Fair,89.0,23.7,28.7,0,Not Spoiled,4.8,14,274,5885568,5599464,286104
TXN-2026-002731,FRM-528,LOG-22,2026-08-16T09:30:00,2026-08-16,09:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,581.0,100,26.8,2680.0,20984,Raffia Basket,Covered Truck,Good,2.0,No,Yes,Open Storage,20.9,0.2,Unripe,Low,Poor,67.6,16.2,31.6,1,Spoiled,42.9,43,57,2098400,1196088,902312
TXN-2026-002732,FRM-908,LOG-39,2026-07-18T06:00:00,2026-07-18,06:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,540.4,201,24.8,4984.8,19563,Raffia Basket,Refrigerated Reefer Van,Fair,1.0,No,No,Open Storage,15.8,10.1,Semi-ripe,None,Fair,69.2,13.8,10.1,0,Not Spoiled,0.7,1,200,3932163,3912600,19563
TXN-2026-002733,FRM-207,LOG-32,2026-04-27T07:00:00,2026-04-27,07:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1155.7,242,22.7,5493.4,20844,Sack,Covered Truck,Poor,2.0,No,No,No Storage,7.5,17.1,Semi-ripe,None,Good,75.0,37.0,23.1,0,Not Spoiled,0.0,0,242,5044248,5044248,0
TXN-2026-002734,FRM-451,LOG-16,2026-07-18T11:30:00,2026-07-18,11:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1041.8,151,27.0,4077.0,19374,Plastic Crate,Traditional Open Truck,Fair,2.0,No,No,No Storage,26.2,16.0,Overripe,None,Fair,86.8,31.9,28.9,1,Spoiled,37.3,56,95,2925474,1840530,1084944
TXN-2026-002735,FRM-784,LOG-52,2026-03-30T07:30:00,2026-03-30,07:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Dry Season,577.4,152,27.3,4149.6,11781,Plastic Crate,Refrigerated Reefer Van,Poor,4.0,No,No,Open Storage,21.3,10.0,Semi-ripe,None,Fair,47.2,20.7,13.3,0,Not Spoiled,8.1,12,140,1790712,1649340,141372
TXN-2026-002736,FRM-745,LOG-52,2026-04-24T05:30:00,2026-04-24,05:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,727.7,149,24.8,3695.2,18239,Sack,Traditional Open Truck,Good,1.0,No,No,Shaded Storage,32.0,16.9,Overripe,Moderate,Fair,84.4,23.0,33.4,1,Spoiled,56.4,84,65,2717611,1185535,1532076
TXN-2026-002737,FRM-217,LOG-26,2026-08-26T09:00:00,2026-08-26,09:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1057.9,157,26.5,4160.5,21084,Raffia Basket,Traditional Open Truck,Fair,6.0,No,No,Open Storage,23.2,10.4,Semi-ripe,Severe,Good,66.7,36.8,28.5,1,Spoiled,65.4,103,54,3310188,1138536,2171652
TXN-2026-002738,FRM-251,LOG-57,2026-07-29T14:00:00,2026-07-29,14:00:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,844.7,213,24.4,5197.2,17786,Raffia Basket,Traditional Open Truck,Good,1.0,No,Yes,Shaded Storage,29.4,15.6,Ripe,Severe,Fair,84.3,24.3,28.1,1,Spoiled,54.3,116,97,3788418,1725242,2063176
TXN-2026-002739,FRM-841,LOG-12,2026-01-22T16:15:00,2026-01-22,16:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1104.9,186,23.9,4445.4,13080,Wooden Crate,Covered Truck,Poor,1.0,No,Yes,Shaded Storage,20.9,11.5,Overripe,None,Fair,53.3,35.8,29.4,0,Not Spoiled,2.4,4,182,2432880,2380560,52320
TXN-2026-002740,FRM-195,LOG-21,2026-12-20T15:45:00,2026-12-20,15:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Dry Season,1021.5,88,27.1,2384.8,11574,Raffia Basket,Traditional Open Truck,Fair,1.0,Yes,No,No Storage,10.3,4.8,Ripe,Low,Poor,61.3,40.9,31.2,1,Spoiled,73.0,64,24,1018512,277776,740736
TXN-2026-002741,FRM-949,LOG-10,2026-07-13T10:45:00,2026-07-13,10:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1046.1,246,26.2,6445.2,18803,Wooden Crate,Traditional Open Truck,Poor,2.0,No,No,No Storage,32.8,17.1,Ripe,Low,Fair,75.9,37.7,32.6,1,Spoiled,49.3,121,125,4625538,2350375,2275163
TXN-2026-002742,FRM-435,LOG-82,2026-09-26T11:45:00,2026-09-26,11:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1102.2,81,27.4,2219.4,18314,Raffia Basket,Refrigerated Reefer Van,Fair,1.0,No,Yes,Shaded Storage,14.2,8.3,Overripe,Moderate,Fair,76.6,23.1,12.7,0,Not Spoiled,3.3,3,78,1483434,1428492,54942
TXN-2026-002743,FRM-617,LOG-39,2026-02-03T09:15:00,2026-02-03,09:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1290.2,108,22.9,2473.2,9602,Sack,Traditional Open Truck,Poor,1.0,No,No,Shaded Storage,20.4,5.9,Overripe,None,Poor,54.0,43.2,40.1,0,Not Spoiled,7.5,8,100,1037016,960200,76816
TXN-2026-002744,FRM-604,LOG-46,2026-03-30T10:00:00,2026-03-30,10:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Dry Season,773.7,240,24.0,5760.0,12869,Wooden Crate,Covered Truck,Poor,1.0,Yes,No,Open Storage,16.0,13.2,Ripe,Severe,Good,47.3,37.4,32.3,1,Spoiled,61.8,148,92,3088560,1183948,1904612
TXN-2026-002745,FRM-581,LOG-43,2026-12-07T15:30:00,2026-12-07,15:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1158.7,126,23.8,2998.8,11682,Wooden Crate,Traditional Open Truck,Poor,0.0,No,Yes,Cold Storage,4.2,9.0,Ripe,Moderate,Good,48.2,36.4,39.7,0,Not Spoiled,5.1,6,120,1471932,1401840,70092
TXN-2026-002746,FRM-584,LOG-87,2026-04-09T09:00:00,2026-04-09,09:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,549.6,204,27.6,5630.4,14641,Raffia Basket,Traditional Open Truck,Poor,0.0,No,No,Open Storage,10.4,4.1,Ripe,None,Poor,66.8,23.1,32.1,0,Not Spoiled,7.7,16,188,2986764,2752508,234256
TXN-2026-002747,FRM-640,LOG-31,2026-12-31T16:00:00,2026-12-31,16:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Dry Season,784.4,279,24.5,6835.5,11496,Plastic Crate,Covered Truck,Fair,4.0,No,No,Open Storage,30.4,3.0,Ripe,Low,Poor,68.5,23.7,27.4,1,Spoiled,21.1,59,220,3207384,2529120,678264
TXN-2026-002748,FRM-220,LOG-25,2026-11-11T14:00:00,2026-11-11,14:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Dry Season,735.0,276,22.0,6072.0,9390,Plastic Crate,Covered Truck,Fair,1.0,No,No,No Storage,26.9,15.2,Unripe,None,Fair,57.2,21.1,27.3,0,Not Spoiled,9.5,26,250,2591640,2347500,244140
TXN-2026-002749,FRM-967,LOG-86,2026-03-14T07:00:00,2026-03-14,07:00:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,905.3,295,23.4,6903.0,9920,Raffia Basket,Covered Truck,Good,0.0,No,Yes,Shaded Storage,23.9,4.5,Semi-ripe,None,Fair,57.6,21.7,36.6,0,Not Spoiled,4.4,13,282,2926400,2797440,128960
TXN-2026-002750,FRM-564,LOG-71,2026-06-06T09:00:00,2026-06-06,09:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,730.2,88,22.7,1997.6,15706,Raffia Basket,Traditional Open Truck,Fair,2.0,No,No,No Storage,25.8,4.8,Ripe,Low,Fair,71.0,25.0,32.2,1,Spoiled,67.4,59,29,1382128,455474,926654
TXN-2026-002751,FRM-751,LOG-61,2026-10-01T18:00:00,2026-10-01,18:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,946.6,290,24.2,7018.0,17460,Raffia Basket,Covered Truck,Good,1.0,No,Yes,Shaded Storage,24.4,15.5,Overripe,Moderate,Fair,90.5,24.1,21.6,1,Spoiled,35.1,102,188,5063400,3282480,1780920
TXN-2026-002752,FRM-992,LOG-76,2026-09-22T08:30:00,2026-09-22,08:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,605.9,59,22.5,1327.5,17267,Raffia Basket,Covered Truck,Good,4.0,No,No,Open Storage,3.0,17.0,Semi-ripe,Moderate,Fair,71.4,18.9,21.3,0,Not Spoiled,4.2,2,57,1018753,984219,34534
TXN-2026-002753,FRM-699,LOG-85,2026-06-15T15:30:00,2026-06-15,15:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,990.1,190,28.0,5320.0,19713,Raffia Basket,Covered Truck,Poor,2.0,No,Yes,Cold Storage,26.9,6.0,Ripe,Low,Good,84.6,30.8,21.7,0,Not Spoiled,4.4,8,182,3745470,3587766,157704
TXN-2026-002754,FRM-240,LOG-94,2026-06-23T06:15:00,2026-06-23,06:15:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1049.6,112,23.8,2665.6,16627,Plastic Crate,Covered Truck,Good,1.0,No,No,Open Storage,21.9,10.7,Unripe,None,Poor,77.1,25.6,28.9,0,Not Spoiled,4.1,5,107,1862224,1779089,83135
TXN-2026-002755,FRM-762,LOG-44,2026-01-16T14:00:00,2026-01-16,14:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1208.4,248,25.0,6200.0,9417,Plastic Crate,Covered Truck,Fair,2.0,No,Yes,Shaded Storage,25.6,7.7,Semi-ripe,Severe,Poor,53.2,31.1,31.5,1,Spoiled,36.6,91,157,2335416,1478469,856947
TXN-2026-002756,FRM-464,LOG-25,2026-12-21T08:00:00,2026-12-21,08:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Dry Season,569.1,199,26.9,5353.1,12712,Plastic Crate,Covered Truck,Fair,1.0,No,No,Shaded Storage,21.8,9.1,Ripe,None,Fair,53.4,18.9,35.0,1,Spoiled,17.6,35,164,2529688,2084768,444920
TXN-2026-002757,FRM-940,LOG-91,2026-05-13T18:30:00,2026-05-13,18:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,918.0,185,26.3,4865.5,16875,Plastic Crate,Refrigerated Reefer Van,Good,0.0,No,Yes,Shaded Storage,9.6,5.6,Ripe,Low,Fair,79.2,17.4,10.7,1,Spoiled,25.1,46,139,3121875,2345625,776250
TXN-2026-002758,FRM-153,LOG-41,2026-06-24T15:15:00,2026-06-24,15:15:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,946.1,298,22.6,6734.8,21489,Plastic Crate,Traditional Open Truck,Poor,4.0,No,No,Open Storage,23.6,14.0,Ripe,None,Good,91.6,34.8,29.7,1,Spoiled,73.7,220,78,6403722,1676142,4727580
TXN-2026-002759,FRM-477,LOG-92,2026-07-03T16:15:00,2026-07-03,16:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1309.6,242,24.4,5904.8,22628,Raffia Basket,Covered Truck,Poor,1.0,No,Yes,Shaded Storage,5.4,3.8,Overripe,Moderate,Poor,68.5,37.5,26.5,0,Not Spoiled,4.7,11,231,5475976,5227068,248908
TXN-2026-002760,FRM-617,LOG-44,2026-05-09T13:45:00,2026-05-09,13:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,839.0,72,24.7,1778.4,17287,Plastic Crate,Traditional Open Truck,Fair,1.0,No,No,Shaded Storage,8.7,17.6,Unripe,None,Poor,74.8,27.4,32.4,0,Not Spoiled,5.8,4,68,1244664,1175516,69148
TXN-2026-002761,FRM-371,LOG-99,2026-05-06T19:30:00,2026-05-06,19:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,914.1,297,26.9,7989.3,23606,Plastic Crate,Traditional Open Truck,Fair,4.0,No,No,Shaded Storage,2.6,15.4,Semi-ripe,Moderate,Poor,86.9,33.0,29.4,0,Not Spoiled,3.4,10,287,7010982,6774922,236060
TXN-2026-002762,FRM-276,LOG-53,2026-12-24T19:15:00,2026-12-24,19:15:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1203.7,170,24.2,4114.0,14086,Plastic Crate,Refrigerated Reefer Van,Good,1.0,No,No,No Storage,14.5,9.1,Semi-ripe,Low,Fair,57.8,25.0,14.6,0,Not Spoiled,6.5,11,159,2394620,2239674,154946
TXN-2026-002763,FRM-831,LOG-66,2026-05-24T15:30:00,2026-05-24,15:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,934.8,288,27.2,7833.6,23855,Sack,Refrigerated Reefer Van,Fair,1.0,No,No,No Storage,7.5,7.5,Ripe,Moderate,Fair,82.5,20.7,10.0,0,Not Spoiled,2.0,6,282,6870240,6727110,143130
TXN-2026-002764,FRM-790,LOG-83,2026-11-10T07:15:00,2026-11-10,07:15:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,916.4,94,25.3,2378.2,11330,Raffia Basket,Covered Truck,Good,0.0,Yes,No,Shaded Storage,21.8,4.8,Semi-ripe,None,Fair,66.9,34.9,30.0,0,Not Spoiled,10.4,10,84,1065020,951720,113300
TXN-2026-002765,FRM-822,LOG-73,2026-06-06T11:30:00,2026-06-06,11:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,955.4,142,24.7,3507.4,23157,Plastic Crate,Covered Truck,Fair,0.0,No,Yes,Cold Storage,24.3,0.2,Ripe,None,Good,73.3,26.0,26.2,0,Not Spoiled,5.6,8,134,3288294,3103038,185256
TXN-2026-002766,FRM-108,LOG-97,2026-06-01T11:30:00,2026-06-01,11:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1009.4,265,23.0,6095.0,22408,Plastic Crate,Covered Truck,Fair,6.0,No,Yes,Cold Storage,12.2,0.1,Semi-ripe,None,Fair,72.8,31.6,28.3,0,Not Spoiled,2.0,5,260,5938120,5826080,112040
TXN-2026-002767,FRM-667,LOG-67,2026-12-09T18:15:00,2026-12-09,18:15:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1022.0,91,22.2,2020.2,11681,Plastic Crate,Covered Truck,Good,4.0,No,No,Open Storage,19.7,7.8,Ripe,Low,Good,49.8,29.2,37.3,0,Not Spoiled,8.2,7,84,1062971,981204,81767
TXN-2026-002768,FRM-819,LOG-94,2026-10-12T06:30:00,2026-10-12,06:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1189.1,218,24.7,5384.6,23879,Plastic Crate,Covered Truck,Good,2.0,No,No,Open Storage,4.7,2.2,Ripe,Low,Good,89.1,30.1,25.4,1,Spoiled,26.1,57,161,5205622,3844519,1361103
TXN-2026-002769,FRM-655,LOG-94,2026-01-03T13:00:00,2026-01-03,13:00:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Onitsha,Anambra,Onitsha,N/A,Dry Season,801.1,247,27.8,6866.6,11973,Wooden Crate,Covered Truck,Poor,2.0,No,Yes,Cold Storage,30.8,16.5,Ripe,Low,Good,37.3,26.1,36.5,0,Not Spoiled,0.0,0,247,2957331,2957331,0
TXN-2026-002770,FRM-762,LOG-34,2026-11-05T15:15:00,2026-11-05,15:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,1042.0,114,22.1,2519.4,8454,Plastic Crate,Refrigerated Reefer Van,Good,4.0,No,Yes,Cold Storage,29.1,6.0,Ripe,Low,Poor,67.5,24.2,10.8,0,Not Spoiled,3.1,4,110,963756,929940,33816
TXN-2026-002771,FRM-998,LOG-18,2026-04-08T13:45:00,2026-04-08,13:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,924.7,282,25.4,7162.8,22546,Plastic Crate,Traditional Open Truck,Fair,1.0,No,No,Open Storage,4.5,6.2,Unripe,Low,Poor,76.9,29.4,32.9,1,Spoiled,34.7,98,184,6357972,4148464,2209508
TXN-2026-002772,FRM-498,LOG-32,2026-06-14T14:30:00,2026-06-14,14:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1011.8,142,23.6,3351.2,21046,Plastic Crate,Covered Truck,Fair,1.0,No,No,No Storage,22.8,3.5,Ripe,Low,Fair,75.6,27.9,28.6,0,Not Spoiled,6.1,9,133,2988532,2799118,189414
TXN-2026-002773,FRM-208,LOG-49,2026-10-11T19:00:00,2026-10-11,19:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1036.8,177,22.2,3929.4,17232,Sack,Refrigerated Reefer Van,Poor,0.0,No,No,Shaded Storage,25.2,11.3,Semi-ripe,Low,Fair,83.4,28.9,12.8,0,Not Spoiled,11.1,20,157,3050064,2705424,344640
TXN-2026-002774,FRM-800,LOG-17,2026-03-02T10:15:00,2026-03-02,10:15:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1228.5,175,23.8,4165.0,11977,Raffia Basket,Covered Truck,Good,2.0,No,No,No Storage,15.1,13.6,Ripe,None,Fair,66.5,30.0,37.8,1,Spoiled,46.0,80,95,2095975,1137815,958160
TXN-2026-002775,FRM-906,LOG-38,2026-04-02T16:15:00,2026-04-02,16:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,955.1,117,25.8,3018.6,15146,Plastic Crate,Covered Truck,Fair,2.0,No,Yes,Cold Storage,36.0,16.2,Overripe,Low,Good,73.7,25.6,25.7,0,Not Spoiled,2.9,3,114,1772082,1726644,45438
TXN-2026-002776,FRM-288,LOG-12,2026-05-13T06:45:00,2026-05-13,06:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1059.0,92,23.6,2171.2,20718,Wooden Crate,Traditional Open Truck,Fair,6.0,No,Yes,Cold Storage,19.8,8.9,Semi-ripe,None,Fair,72.2,37.2,28.2,0,Not Spoiled,4.4,4,88,1906056,1823184,82872
TXN-2026-002777,FRM-131,LOG-96,2026-10-23T07:45:00,2026-10-23,07:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,752.9,183,23.9,4373.7,19680,Plastic Crate,Refrigerated Reefer Van,Fair,4.0,No,Yes,No Storage,21.0,12.2,Ripe,None,Fair,67.0,22.2,13.9,0,Not Spoiled,0.0,0,183,3601440,3601440,0
TXN-2026-002778,FRM-723,LOG-66,2026-10-03T17:45:00,2026-10-03,17:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1098.6,150,22.7,3405.0,16334,Raffia Basket,Traditional Open Truck,Fair,1.0,Yes,Yes,Shaded Storage,31.1,11.8,Overripe,None,Fair,67.9,40.5,32.8,1,Spoiled,89.7,135,15,2450100,245010,2205090
TXN-2026-002779,FRM-357,LOG-20,2026-06-14T13:45:00,2026-06-14,13:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,974.6,183,22.9,4190.7,17239,Plastic Crate,Traditional Open Truck,Poor,2.0,No,No,Shaded Storage,29.8,13.6,Ripe,Severe,Fair,65.5,33.6,34.3,0,Not Spoiled,16.5,30,153,3154737,2637567,517170
TXN-2026-002780,FRM-258,LOG-10,2026-10-01T08:45:00,2026-10-01,08:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Rainy Season,1056.6,229,23.1,5289.9,17366,Sack,Refrigerated Reefer Van,Fair,1.0,No,No,Open Storage,19.1,14.8,Ripe,Low,Poor,66.7,24.7,17.9,0,Not Spoiled,9.4,22,207,3976814,3594762,382052
TXN-2026-002781,FRM-757,LOG-17,2026-02-22T10:45:00,2026-02-22,10:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1249.5,195,24.5,4777.5,12461,Plastic Crate,Traditional Open Truck,Poor,2.0,No,No,No Storage,7.4,7.6,Semi-ripe,None,Fair,60.2,44.4,40.5,0,Not Spoiled,1.2,2,193,2429895,2404973,24922
